2016-01-01:0400;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Wall_291_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Wall_292_Poly;1
2016-01-01:0900;26_HOTEL_POLICE_LYON_Wall_292_Poly;1
2016-01-01:1000;26_HOTEL_POLICE_LYON_Wall_292_Poly;1
2016-01-01:1100;26_HOTEL_POLICE_LYON_Wall_292_Poly;1
2016-01-01:1200;26_HOTEL_POLICE_LYON_Wall_292_Poly;1
2016-01-01:1300;26_HOTEL_POLICE_LYON_Wall_292_Poly;1
2016-01-01:1400;26_HOTEL_POLICE_LYON_Wall_292_Poly;1
2016-01-01:1500;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Wall_292_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Wall_293_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Wall_294_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0900;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1000;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1100;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1200;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1300;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1400;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1500;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0200;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0300;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0400;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0500;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0600;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0700;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0800;26_HOTEL_POLICE_LYON_Wall_295_Poly;1
2016-01-01:0900;26_HOTEL_POLICE_LYON_Wall_295_Poly;1
2016-01-01:1000;26_HOTEL_POLICE_LYON_Wall_295_Poly;1
2016-01-01:1100;26_HOTEL_POLICE_LYON_Wall_295_Poly;1
2016-01-01:1200;26_HOTEL_POLICE_LYON_Wall_295_Poly;1
2016-01-01:1300;26_HOTEL_POLICE_LYON_Wall_295_Poly;1
2016-01-01:1400;26_HOTEL_POLICE_LYON_Wall_295_Poly;1
2016-01-01:1500;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1600;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1700;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1800;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:1900;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:2000;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:2100;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:2200;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:2300;26_HOTEL_POLICE_LYON_Wall_295_Poly;0
2016-01-01:0000;26_HOTEL_POLICE_LYON_Wall_296_Poly;0
2016-01-01:0100;26_HOTEL_POLICE_LYON_Wall_296_Poly;0
